"PURPOSE","ACCURACY","UNDERSTA","COOPERAT"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Interested"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Cooperative"
"Good","Not true","Good","Impatient"
"Good","Not true","Good","Impatient"
"Good","Not true","Good","Impatient"
"Good","Not true","Good","Impatient"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Interested"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Cooperative"
"Good","Not true","Fair/Poor","Impatient"
"Good","Not true","Fair/Poor","Impatient"
"Good","Not true","Fair/Poor","Impatient"
"Good","Not true","Fair/Poor","Impatient"
"Good","Not true","Fair/Poor","Impatient"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Interested"
"Depends","Mostly true","Good","Cooperative"
"Depends","Mostly true","Good","Cooperative"
"Depends","Mostly true","Good","Cooperative"
"Depends","Mostly true","Good","Cooperative"
"Depends","Mostly true","Good","Impatient"
"Depends","Mostly true","Fair/Poor","Interested"
"Depends","Mostly true","Fair/Poor","Interested"
"Depends","Mostly true","Fair/Poor","Interested"
"Depends","Mostly true","Fair/Poor","Interested"
"Depends","Mostly true","Fair/Poor","Interested"
"Depends","Mostly true","Fair/Poor","Interested"
"Depends","Mostly true","Fair/Poor","Cooperative"
"Depends","Mostly true","Fair/Poor","Cooperative"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Interested"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Cooperative"
"Depends","Not true","Good","Impatient"
"Depends","Not true","Good","Impatient"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Interested"
"Depends","Not true","Fair/Poor","Cooperative"
"Depends","Not true","Fair/Poor","Cooperative"
"Depends","Not true","Fair/Poor","Cooperative"
"Depends","Not true","Fair/Poor","Impatient"
"Depends","Not true","Fair/Poor","Impatient"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Interested"
"Waste of time","Mostly true","Good","Cooperative"
"Waste of time","Mostly true","Good","Cooperative"
"Waste of time","Mostly true","Good","Cooperative"
"Waste of time","Mostly true","Fair/Poor","Interested"
"Waste of time","Mostly true","Fair/Poor","Cooperative"
"Waste of time","Mostly true","Fair/Poor","Cooperative"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Interested"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Cooperative"
"Waste of time","Not true","Good","Impatient"
"Waste of time","Not true","Good","Impatient"
"Waste of time","Not true","Good","Impatient"
"Waste of time","Not true","Good","Impatient"
"Waste of time","Not true","Good","Impatient"
"Waste of time","Not true","Good","Impatient"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Interested"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Cooperative"
"Waste of time","Not true","Fair/Poor","Impatient"
"Waste of time","Not true","Fair/Poor","Impatient"
"Waste of time","Not true","Fair/Poor","Impatient"
"Waste of time","Not true","Fair/Poor","Impatient"
"Waste of time","Not true","Fair/Poor","Impatient"
"Waste of time","Not true","Fair/Poor","Impatient"
"Waste of time","Not true","Fair/Poor","Impatient"
"Waste of time","Not true","Fair/Poor","Impatient"
